Got 23486 articles
17988798 2008 2
17988363 2007 4
17987509 NA 2
17986360 2007 4
17986228 2008 10
17984241 2007 5
17983613 2008 3
17982706 2007 5
17982426 2007 3
17982256 2007 5
17980577 2007 4
17978765 2007 2
17978764 2007 2
17978168 2008 10
17978003 2007 4
17977945 2008 7
17977671 2008 3
17976849 2007 1
17976835 2008 3
17976212 2008 4
17975827 2008 4
17974133 2007 5
17973951 2008 1
17973687 2007 6
17972100 2007 4
17971422 2008 3
17971168 2007 2
17970802 2007 6
17970627 2007 4
22061781 2007 5
17968861 2007 4
17967416 2007 9
17964092 2007 6
17963158 2007 2
17962572 2008 1
17962330 2007 8
17961195 2008 4
17960424 2008 1
17959350 2008 3
17958922 2007 2
17957980 NA 4
17957792 2008 9
17957360 2008 2
17957032 2008 5
17956442 2007 3
17956334 2007 1
17956073 2007 1
17955173 2007 1
17954742 2007 4
17952454 2008 8
17950153 2007 7
17949921 2007 9
17947994 2007 7
17945518 2008 4
17943193 2007 5
17942616 2007 3
17940868 2008 3
17940117 2008 3
17939286 2006 1
17877544 2007 1
17937744 2007 8
17937495 2007 3
17935152 2007 2
17933396 2007 2
17932663 2008 7
17931413 2007 5
17931222 2007 3
17930573 2007 6
17930535 2007 10
17929199 2008 5
17928988 2007 12
17928588 2007 1
17928074 2008 4
17927693 2007 3
17927691 2007 5
17927293 2007 2
17925882 2007 3
17925053 2008 3
17924926 2007 4
17924563 2008 4
17920966 2009 7
17920492 2007 2
17920263 2008 3
17920151 2007 6
17919158 2007 7
17918271 2007 2
17917937 2007 3
17917720 2008 3
17916600 2007 4
17916585 2008 4
17916505 2007 4
17916498 2007 4
17915322 2008 8
17915007 2007 6
17914773 2007 5
17913303 2009 10
17911906 2007 3
17910956 2007 6
17909401 2007 6
17908539 2007 4
17908197 2007 4
17908110 2007 1
17906890 2007 4
17903912 NA 3
17903860 NA 5
17903149 2007 2
17901335 2007 31
17898120 2007 7
17895116 NA 9
17895079 NA 6
17894705 2007 2
17893881 2008 6
17893767 2007 5
17891335 2007 1
17890067 2007 4
17889881 2008 6
17889823 2007 6
17889339 2007 4
17889338 2007 6
17889333 2007 2
17888938 2007 4
17888525 2008 6
17888163 2007 4
17886856 2007 1
17882450 2007 4
17882140 2009 3
17881703 2007 4
17878297 2007 13
17875418 2007 2
17874319 2007 10
17872941 2007 7
17869299 2007 5
17868430 2007 6
17868306 2007 10
17868218 2007 4
17855332 NA 4
17855040 NA 2
17854387 2007 13
17854020 2007 7
17853002 2008 6
17852972 2007 2
17852971 2008 5
17852908 2008 3
17852825 2007 7
17852794 2007 4
17851824 2007 5
17851813 2007 3
17850727 2007 1
17850600 2007 2
17850591 2007 8
17850355 2007 8
17849438 2007 7
17848791 2007 4
17847073 2008 9
17846934 2007 1
17846703 2007 3
17845799 2007 2
17845718 2007 5
17827369 2007 7
17827232 2008 3
17826178 2007 2
17825072 2007 3
17823516 2007 3
17822297 2007 9
17806075 2007 5
17803928 2007 1
17803922 2007 2
17786805 2007 3
17786369 2007 5
17785573 2007 5
17784637 NA 2
17767951 2008 2
17766718 2007 5
17766389 2007 4
17765416 2008 4
17764711 2007 4
17764705 2008 7
17764597 2007 9
17763943 2008 5
17763840 2007 4
17760807 2007 5
17760385 2007 3
19383295 2007 9
19305800 2007 2
17727678 2007 3
17727472 2007 4
17724176 2007 8
17724170 2007 7
17723274 2007 6
17722904 2007 3
17720611 2007 5
17718452 2007 5
17718169 2007 4
17717681 2007 3
17717173 2007 1
17717010 2008 2
17715215 2007 7
17715062 2007 11
17714661 2007 1
17714519 2007 4
17713545 2007 8
17713478 2007 10
17712450 2007 6
17711995 2007 7
17711354 2007 8
17710493 2009 2
17709113 2007 4
17709098 2007 5
17708063 2007 3
17706731 2008 4
17706317 2008 1
17705082 2007 5
17704852 2007 4
17704276 2007 3
17704145 2007 3
17704136 2007 1
17699233 2006 2
17702821 2007 4
17701112 2007 5
17698113 2007 2
17697375 2007 4
17697306 2007 5
17697304 2007 5
17697174 2007 5
17697034 2007 2
17696886 2007 5
17696444 2007 4
17695052 2007 5
17693587 2007 8
17692937 2007 7
17691978 2007 1
17651347 2007 1
17690139 2007 8
17689812 2007 5
17687444 2007 8
17686960 2007 5
17684511 2007 3
17684129 2007 12
17683917 2008 2
17683640 2007 4
17682942 2007 2
17681791 2007 7
17681385 2007 2
17681236 2007 1
17680876 2007 3
17676310 2007 4
17675366 2007 5
17675330 2007 6
17672874 2007 4
17672447 2007 10
17669412 2007 5
17666582 2007 5
17665994 2007 5
17664906 2007 4
17662155 2007 2
17662099 2008 5
17662094 2008 3
17661318 2007 3
17657282 2007 4
17657133 2007 3
17656597 2007 6
17655213 2007 11
17654690 2007 3
17652519 2007 3
17651471 2008 4
17651436 2007 6
17651200 2007 4
17646113 2007 1
17645787 2007 4
17645684 NA 3
17644533 2007 6
17644444 2008 3
17644143 2007 7
17641189 2007 2
17639346 2007 6
17638008 2007 4
17637804 2007 10
17637018 2007 5
17636353 2008 3
17636090 2007 8
17635505 2007 5
17635349 2007 8
17634745 2007 1
17634538 2007 7
17634081 2007 3
17633734 2007 1
17632013 2007 3
17631987 2007 4
17629958 2007 2
17629746 2008 10
17627985 2007 5
17627888 2007 3
17626709 2007 5
17626424 2007 4
17626164 2007 7
17626099 2007 5
17624715 2007 4
17623885 2007 5
17621548 2007 4
17621475 2007 4
17620929 2007 2
17620382 2007 8
17620010 2007 1
17619150 2007 9
17618460 2007 5
17617169 2007 3
17615355 2007 30
17612170 2007 5
17610913 2007 3
17610503 2007 4
17610420 2007 6
17609753 2007 6
17608786 2008 3
17608582 2007 4
17608546 2007 5
17607022 2007 3
17607021 2007 4
17606568 2007 5
17602951 2007 7
17602821 2007 5
17601081 2007 1
17601022 2006 1
17600996 2004 4
20298278 2007 1
17600711 2007 4
17599916 2007 7
17599768 2007 5
17598837 2007 5
17598036 2007 3
17597826 2007 5
17597460 2007 12
17597172 2008 4
17596979 2007 4
17596221 2007 2
17595524 2007 6
17594958 2007 3
17594531 2008 3
17594368 2007 2
17594366 2007 3
17593534 2008 6
17593424 2007 3
17592767 2007 1
17591915 2007 4
17590041 2007 3
17588802 2008 5
17588313 2008 4
17587291 2007 3
17584770 2007 17
17584137 2007 4
17583536 2007 4
17582712 2007 5
17581823 2007 12
17577376 2007 4
17574358 2007 4
17574284 2007 4
17574147 2007 6
17573876 2007 5
17573535 2007 7
17570415 2007 5
17570372 2007 6
17565746 2007 9
17565661 2007 7
17565618 2007 12
17564903 NA 4
17563118 2007 5
17561292 2007 2
17559553 2007 5
17559471 2007 5
17559470 2007 6
17559436 2007 3
17558907 2007 5
17558904 2007 6
17556903 2007 4
17556514 2007 4
17556394 2007 5
17555173 NA 4
17554105 2007 6
17553039 2007 9
17552982 NA 2
17549590 2008 5
17549057 2007 1
17545982 2007 3
17545916 2007 6
17544777 2007 5
17544583 2007 5
17544302 2007 3
17541571 2007 6
17540697 2007 9
17539947 2007 3
17539626 2007 2
17538966 2007 7
17538535 2008 4
17537804 2007 1
17537005 2007 1
19124899 2007 3
17535973 2007 4
17532368 2007 8
17532255 2007 5
17531425 2007 5
17531407 2007 4
17531051 2007 3
17531044 2007 1
17530545 2007 4
17530276 2007 9
17526755 2007 5
17526501 2007 4
17525336 2007 6
17525250 2007 1
17522599 2008 10
17521539 2007 2
17521538 2007 1
17521526 2007 1
17520327 2008 5
17519314 2007 4
17519078 2007 2
17518951 2007 2
17517722 2007 3
17516843 2007 5
17514675 2007 5
17513702 2007 6
17513701 2007 8
17513358 2007 2
17512387 2007 2
17511851 2007 7
17511757 2007 4
17510702 2007 1
17507107 2007 4
17504781 2007 3
17504345 2007 2
17504029 2007 2
17503161 2007 3
17502576 2007 8
17502375 2007 4
17499903 2007 3
17499641 2007 5
17499106 2007 2
17498669 2007 7
17497675 2007 4
17497482 2007 2
17497336 2007 2
17496724 2007 4
17496121 2007 7
17495241 2007 2
17493841 2007 6
17489578 2007 3
17488974 2007 7
17488494 2007 2
17488471 2007 1
17488462 2007 4
17488246 2007 7
17486536 2007 5
17486423 2007 4
17486340 2007 4
17486020 2007 3
17485530 2007 5
17484143 2007 3
17483306 2007 12
17482572 2007 7
17482519 2007 3
17481681 2007 1
17478520 2007 2
17478059 2007 6
17477918 2007 4
17476613 NA 4
17474726 2007 8
17472440 2007 9
17472025 2006 6
17469131 2007 2
17468113 2007 3
17467693 2007 5
17466364 2007 3
17465623 2007 2
24683204 2007 11
17464591 2007 3
17464507 2007 10
17461789 2007 3
17461619 2007 4
17460496 2007 5
17460226 2007 14
17459513 2007 5
17459408 2007 5
17459083 2007 3
17455929 2007 14
17455115 2007 6
17454950 2007 3
17454925 2007 1
17454905 2007 5
17454877 2007 3
17454855 2007 10
17454229 2007 2
17453954 2007 7
17453252 2007 4
17451811 2007 5
17451454 2007 6
17450297 2007 2
17449152 2007 3
17448415 2007 4
17448135 2007 4
17448117 2007 6
17447918 2007 7
17447796 2007 5
17445892 2007 6
17444960 2007 3
17444953 2007 3
17443965 2007 3
17442259 2007 8
17441874 2007 4
17441846 2007 3
17441279 2007 11
17441201 2007 2
17438652 NA 4
17437147 2007 7
17436040 NA 8
17435250 2007 6
17435103 2007 2
17433473 2008 4
17431478 2007 3
17431331 2007 2
17431213 2007 7
17430320 2007 4
17428312 2007 6
17426323 2007 3
17420558 2007 1
17420292 2007 8
17418543 2007 3
17418539 2007 1
17414493 2007 2
17414289 2007 9
17413423 2007 3
17413409 2007 2
17413100 2007 5
17410442 2007 6
17410179 2007 3
17408494 2007 2
17408491 2007 4
17408429 2007 3
17408388 2007 3
17407174 2007 7
17406424 2006 2
17406290 2006 2
17405829 2007 5
17405467 2007 3
17403563 2007 2
17400239 2007 3
17397458 2007 6
17396226 2007 4
17395517 2007 4
17395223 2007 6
17394572 2007 5
17394258 2007 2
17392702 2007 9
17392016 2007 2
17391463 2007 1
17391335 2007 2
17390421 2007 4
17389663 2007 5
17389646 2007 4
17389398 2007 4
17387705 2007 4
17387137 2007 9
17381960 2007 8
17381616 2007 6
17381472 2007 7
17381397 2007 6
17379621 2007 2
17377971 2007 4
17377916 2007 5
17375905 2007 8
17374656 2007 5
17374560 2007 5
17373808 2007 4
17373481 2007 4
17372273 2007 6
17371869 2007 8
17371200 2007 1
17369825 2007 6
17369468 2007 6
17369467 2007 6
17367202 2007 3
17365987 2007 4
17365984 2007 11
17365267 2007 2
17364943 2007 8
17364737 2007 3
17364299 2007 3
17362365 2007 8
17360162 2007 7
17359489 2007 4
17359335 2007 3
17356706 2007 3
17355324 2008 9
17354867 2006 5
17354742 2005 2
17354611 NA 2
17353132 2007 4
17352488 2007 7
17352465 2007 10
17350770 2007 7
17349229 2007 1
17349228 2007 1
17349226 2007 3
17349225 2007 3
17349224 2007 3
17349223 2007 2
17349218 2007 2
17348950 2007 3
17347482 2007 5
17347105 2007 4
17346854 2007 10
17346289 2007 1
17344487 2007 6
17344414 2007 12
17340128 2007 3
17339329 2007 5
17337713 2007 4
17336279 2007 1
17335381 2007 4
17335371 2007 4
17334779 2007 4
17332788 2007 5
17332741 2007 8
17332717 2007 3
17332371 2007 11
17331768 2007 3
17331593 2007 2
17331187 2007 6
17328776 2007 5
17327665 2007 2
17325189 2007 8
17324941 2007 3
17324345 2007 2
17321481 2007 4
17321477 2007 1
17321211 2007 2
17320198 2007 7
17320161 2007 10
17317867 2007 2
17317338 2007 1
17317121 2007 1
17314247 2007 5
17313404 2007 3
17312630 2006 2
17311847 2007 9
17311677 2007 5
17311480 2007 2
17306874 2007 4
17306665 2007 4
17303911 2006 3
17303459 2007 3
17302925 2007 4
17302811 2007 4
17301829 2007 6
17301625 2007 8
17301331 2007 2
17301017 2007 2
17301000 2007 2
17299583 2007 7
17299503 2007 4
17299108 2007 6
17297917 2007 3
17296620 2007 7
17296596 2007 4
17296497 2007 2
17295689 2007 5
17293400 2007 2
17292499 2007 4
17289922 2007 4
17289661 2007 9
17289411 2007 3
17289171 2007 7
17288534 2007 3
17287136 2007 2
17286954 2007 4
17286761 2007 6
17284789 2007 3
17283085 2007 9
17280913 2007 9
17280378 2006 3
17279552 2007 4
17279366 2007 5
17278180 2007 3
17277641 2007 5
17275777 2007 5
17274649 2007 4
17272679 2007 6
17272511 2007 7
17272343 2007 4
17267283 2007 3
17266934 2007 15
17264188 2007 9
17263780 2007 3
17263771 2007 5
17259906 2007 7
17259866 2007 3
17259659 2007 5
17259389 2007 2
17257415 2007 6
17257235 2007 4
17257231 2007 7
17256884 NA 3
17256147 2007 2
17254671 2007 15
17253934 2006 6
17252514 NA 2
17251485 2007 8
17250839 2007 3
17250777 2007 3
17250728 2007 4
17250569 2007 2
17250567 2007 3
17250563 2007 2
17245368 2007 4
17245323 2007 2
17245023 2007 3
17244205 2007 5
17243943 2007 1
17243802 2007 8
17243589 2007 5
17243468 2006 1
17242979 2007 5
17242578 2007 2
17242490 2006 2
17242430 2007 4
17241448 2007 1
17241444 2007 4
17240268 2007 4
17239973 2007 5
17239621 2007 2
17237416 2007 4
17237337 2007 2
17237198 2007 3
17235661 2007 4
17234950 2007 3
17234687 2007 3
17234279 2007 1
17234226 2007 7
17229812 2007 2
17228345 2007 4
17228039 2007 4
17227236 2007 4
17225124 2007 5
17225012 2007 6
17223999 2007 9
17223962 2007 4
17223852 2007 4
17223846 2007 4
17222314 2007 11
17221338 2007 3
17221226 2007 3
17219108 2007 6
17218111 2007 4
17215257 2007 11
17214967 2007 3
17213881 2006 3
17213473 2007 7
17212696 2007 12
17211518 2007 3
17210071 2007 4
17208249 2007 1
17207631 2007 3
17207093 2006 8
17207089 2006 7
17206636 2007 17
17206513 2006 2
17205330 2007 6
17204528 2007 4
17201070 2006 1
17200699 2007 1
17199570 2007 4
17198854 2007 8
17197554 2007 6
17197201 2007 4
17197112 2007 1
19690641 2007 3
19450344 2007 1
19289891 2007 5
17195187 2007 4
17189408 2006 6
17188534 NA 2
17188529 2007 3
17185588 2006 5
17184418 2006 1
17183316 2006 31
17182581 2007 8
17182178 2007 8
17181574 2007 5
17181544 2007 6
17179233 2007 11
17179167 2007 6
17177872 2007 2
17176350 2006 1
17176260 2007 14
17175177 2007 8
17174988 2007 2
17171380 2007 6
17170198 2007 5
17167262 2007 4
17167163 2006 3
17166894 2007 7
17165072 2007 4
17164991 2006 5
17164620 2006 4
17163491 2007 3
17163171 2006 1
17160398 2007 3
17158169 2007 3
17153478 2005 3
17151862 2007 14
17150146 2006 1
17148749 2007 5
17148246 2007 6
17147131 2006 1
17146600 2007 5
17145042 2007 3
17144910 2006 4
17144883 2006 1
17144881 2006 2
17144878 2006 2
17142831 2007 13
17134280 2006 3
17133225 2007 5
17132596 2006 7
17132552 2006 2
17132550 2006 3
17132163 2006 2
17132149 2007 3
17131968 2006 2
17130095 2006 11
17127470 NA 6
17126447 2007 4
17122381 2007 9
17118955 2006 8
17117373 2007 6
17116250 2006 3
17112315 2006 13
17111356 2007 6
17110409 2007 1
17107718 2007 7
17106198 2007 2
17106069 2006 2
17101702 2006 3
17101555 2006 3
17101553 2006 1
17101497 2006 1
17101453 2006 2
17101127 2006 4
17098581 2006 5
17095915 2006 3
17095107 NA 2
17095022 2007 8
17093916 2007 7
17091277 2007 9
17088281 2007 1
17087877 2006 1
17087875 2006 1
17087871 2006 2
17085707 2007 4
17083972 2007 1
17083533 2006 2
17080877 2006 2
17078155 2006 12
17077816 2007 6
17077344 2007 6
17076827 2007 5
17074914 2007 1
17070981 2006 5
17069644 2006 3
17068210 2007 2
17065807 2006 2
17065167 2007 4
17064263 2006 1
17062414 2006 2
17060367 2007 6
17059437 2006 5
17059433 2006 1
17058908 2006 2
17056230 2006 1
17054819 2007 3
17053846 2006 5
17053099 2006 3
17052968 2006 6
17050588 2007 7
17049825 2006 3
17049806 2007 4
17046449 2006 2
17046053 2006 3
17045539 2006 4
17043812 2007 6
17043724 2006 3
17042896 2006 5
17041152 2007 4
17038425 2006 2
17038338 2006 3
17038039 2006 7
17036220 2007 2
17032407 2006 5
17032274 2006 5
17031497 2006 1
17029704 1998 4
17029005 2006 3
17027287 2007 4
17024163 2006 1
17021220 2006 4
17020538 2007 6
17019302 2006 2
17018842 2007 4
17015460 2006 10
17010169 2006 1
17010168 2006 4
17009758 2006 1
17003720 2006 3
17003334 2006 7
17002495 2006 3
16996470 2006 7
16990657 2006 4
16990653 2006 8
16987208 2006 4
16982487 2006 5
16981226 2006 4
16978615 2006 8
16973937 2007 5
16973727 2006 18
16973702 2006 7
16971895 2006 8
16971553 2006 7
16971316 2006 2
16968259 2006 3
16966257 2006 5
16966146 2006 6
16965507 2006 3
16964622 2006 11
16964483 2006 4
16961785 2006 3
16960529 2006 6
16960382 2006 4
16959948 2007 5
16959913 2007 4
16959833 2007 11
16959363 2007 4
16958686 2006 5
16955420 2006 1
16955240 2006 2
16952893 2006 4
16952172 2006 3
16949207 2006 7
16948664 2006 3
16946946 2006 1
16946605 2006 3
16946480 2006 3
16945957 2006 5
16945033 2006 5
16942795 2007 3
16941634 2006 11
16941487 2006 5
16940755 2006 1
16940551 2006 4
16939776 2006 1
16939236 2006 2
16938309 2006 9
16934162 2006 5
16932349 2006 9
16931462 2006 5
16930142 2006 9
16930022 2006 5
16927237 NA 4
16926555 2006 9
16926531 2006 6
16925883 2006 3
16924205 2006 6
16924047 2006 5
16921511 2006 5
16920744 2007 9
16920146 2006 8
16919797 2006 3
16919783 2006 4
16918615 2006 6
16918096 2006 3
16914604 2006 7
16912568 2006 6
16911375 2006 2
16908408 2006 15
16908124 2006 3
16906867 2006 2
16906421 2006 4
16905768 2006 8
16905553 2006 3
16905161 2007 3
16904916 2006 3
16904708 2006 6
16904006 2006 7
16902197 2006 5
16901938 2006 1
16899634 2006 2
16898874 2006 2
16898686 2006 10
16896526 2006 6
16896350 2007 4
16895529 2006 5
16891070 2007 2
16889642 2006 9
16886936 2006 8
16886930 2006 5
16886928 2006 5
16885786 2006 3
16881934 2006 9
16880292 2006 3
16879976 2006 3
16879716 2006 4
16879710 2006 4
16877426 2006 7
16877391 2006 4
16877322 2006 4
16876443 2006 2
16874414 2006 2
16874309 2007 5
16869727 2006 6
16868669 2006 6
16868665 2006 6
16868071 2006 11
16866945 2006 4
16866365 2006 4
16865734 2007 4
16865361 2006 3
16863558 2006 17
16861194 2006 3
16861186 2006 5
16859953 2006 3
16858711 2006 7
16857612 2006 2
16857413 2007 6
16852144 2005 3
16851005 2005 2
16850782 2006 1
16848914 2006 9
16847472 2007 6
16846221 2006 2
16845120 2006 7
16843820 2006 2
16843557 2006 2
16841232 2006 5
16839290 2006 4
16838963 2005 4
16837514 2007 3
16836692 2006 4
16836444 2006 3
16835153 2006 4
16834221 2005 4
16834182 2005 5
16833711 2005 5
16833644 2005 3
16833516 2005 8
16832098 2006 3
16831607 2006 5
16831152 2006 3
16829500 2006 4
16829164 2006 12
16829060 2006 4
16827903 2006 6
16826330 2006 5
16825759 2006 6
16822962 2006 10
16820387 2006 3
16820046 2006 7
16819834 2006 4
16817521 2006 1
16815440 2006 7
16813933 2006 3
16809188 2006 6
16809124 NA 1
16808802 NA 6
16804399 2006 4
16803198 2006 5
16801432 2006 5
16801223 NA 1
16798937 2006 8
16796581 2006 3
16794025 2006 7
16790085 2006 6
16787453 2006 4
16785247 2006 5
16784819 2006 6
16782062 2006 2
16781951 2006 4
16775559 2006 6
16773128 2006 13
16771949 2006 13
16771692 NA 2
16770126 2006 2
16769429 2006 2
16766496 2006 3
16763841 2006 1
16763813 2006 8
16762453 2006 2
16762425 2006 4
16761309 2006 7
16754591 2006 2
16753444 2006 2
16751497 2006 6
16751397 2006 9
16740506 2006 4
16737722 2006 2
16734754 NA 3
19412468 2006 6
16733739 2006 5
16731466 2006 7
16730569 2006 9
16730099 2006 4
16722246 2006 4
16722228 2006 2
16721612 2006 4
16720625 2006 5
16718606 2006 2
16717104 2006 13
16716964 2006 4
16716488 NA 1
16716072 2006 5
16712739 2006 2
16708345 2006 1
16707727 2006 3
16707709 2006 3
16707565 2006 4
16705625 2006 2
16705587 2006 8
16704713 2006 3
16704214 NA 6
16703518 2006 13
16702840 2006 2
16702837 2006 1
16701711 2005 3
16701689 2005 1
16701245 2004 3
16698979 2006 5
16691399 2006 1
16690705 2006 3
16690701 2006 3
16689813 2006 3
16688859 2006 1
16687471 2006 4
16687312 2006 3
16687290 2006 1
16687279 2006 1
16687224 2007 6
16686915 2006 16
16685862 2005 5
16682745 2006 6
16680481 2006 1
16677328 2006 4
16677325 2006 6
16676159 2006 7
16672329 2006 17
16672042 2006 4
16670692 2006 3
16670526 2006 6
16648378 2006 8
16647807 2006 3
16647242 2006 4
16645794 2006 2
16644686 2006 5
16643888 2006 5
16643219 2006 4
16643200 2006 3
16642442 2006 12
16640622 2006 3
16640552 2006 1
16640512 2006 4
16638743 2006 9
16635914 2006 3
16635907 2006 6
16634903 2006 2
16630694 2006 4
16628624 2006 4
16624440 2007 4
16624296 2006 3
16623929 2006 3
16623855 2006 1
16622225 2006 12
16622025 2006 3
16621957 2006 3
16620432 2005 1
16620047 2006 2
16619708 2005 3
16618373 2006 4
16616798 2006 8
16616003 2006 5
16615653 2006 2
16613020 2006 2
16612564 2006 3
16611582 NA 2
16610648 2005 8
16606414 2006 3
16604223 2006 7
16603031 2006 4
16601106 2006 1
16600055 2005 1
16599973 2006 3
16599831 2006 1
16599815 2006 1
16599693 2006 5
16598851 2006 7
16596345 2006 1
16595341 2006 2
16594627 2006 1
16586411 2006 13
16586098 2006 1
16585985 2006 4
16581867 2006 3
16580642 2006 9
16580018 2006 6
16575501 2006 1
16575022 2006 4
16574668 2006 7
16572411 2006 4
16571585 2004 2
16569865 2006 4
16569305 2006 4
16567806 2006 6
16567706 2006 3
16566895 2006 6
16565420 2006 4
16562332 2005 1
16554038 2006 5
16551931 2006 6
16551770 2006 5
16549705 2006 6
16548919 2006 5
16547956 2006 8
16547835 2006 6
16547260 2006 5
16546857 2006 2
16546847 2006 2
16546587 2006 2
16545897 2006 1
16544646 2006 2
16543743 2006 9
16543473 2006 12
16542817 2006 4
16542631 2006 1
16542370 2006 3
16542368 2006 3
16541107 2006 7
16540462 2006 9
16540275 2006 3
16539656 2006 7
16536816 2006 4
16536457 NA 7
16536342 2006 2
16530838 2006 7
16529894 2006 3
16527740 2006 3
16526921 2006 4
16525556 2006 3
16524490 2006 1
16524443 2006 4
16524440 2006 3
16524437 2006 3
16524436 2006 3
16524296 2006 5
16519793 2006 8
16518795 2006 3
16514001 2006 6
16513350 2006 3
16512748 2006 5
16512381 2006 4
16511600 2006 2
16511229 2005 6
16508934 2006 3
16507534 2006 2
16504543 2006 4
16504105 2006 1
16503886 2006 3
16503423 2006 6
16503100 2006 3
16498068 2006 5
16497543 2006 3
16496268 NA 7
16493670 2006 8
16493494 2006 1
16493440 2006 13
16492238 2006 3
16491393 2006 3
16489943 2006 5
16489277 2006 1
16488199 2006 4
16487283 2006 6
16487280 2006 4
16487279 2006 3
16485104 2006 5
16484481 2006 1
16484438 2006 4
16484129 2006 4
16481573 2006 3
16480457 NA 1
16480448 NA 3
16479158 2006 2
16478524 2006 7
16478219 2006 5
16477687 2006 7
16476726 2006 10
16474108 2006 4
16473060 2006 1
16471863 2006 1
16470726 2006 6
16469399 NA 5
16468465 2005 5
16467466 2006 2
16466807 2006 2
16466546 2006 8
16460737 2006 2
16460255 2006 8
16458748 2006 1
16456673 2006 1
16456534 2006 4
16455653 2006 8
16454703 2006 2
16451857 2006 10
16450854 2005 5
16450388 2006 10
16449242 2006 2
16447056 2006 3
16446449 2006 2
16445453 2006 3
16445438 2006 3
16443802 2006 3
16442700 2006 5
16441761 2006 3
16436087 2006 3
16433662 2006 1
16433661 2006 4
16433657 2006 2
16433533 2006 2
16432723 2006 8
16432166 2006 6
16430898 2006 3
16430716 2006 4
16426289 2006 5
16425272 2006 2
16424697 2006 2
16424076 2006 4
16422882 2005 11
16420628 2006 2
16419429 2005 5
16418303 2006 4
16417268 NA 3
16416146 2006 1
16415597 2005 5
16413977 2006 1
16413819 2006 3
16413808 2006 5
16413378 2006 5
16412135 2006 5
16411981 2006 1
16409376 NA 1
16407525 NA 3
16407326 2006 3
16407046 2006 6
16405602 2006 2
16405585 2006 2
16405445 2005 2
16405338 2006 7
16405293 2005 1
16403106 2006 3
16403004 2006 6
16402913 2006 5
16399226 2006 6
16398933 2006 5
16397396 2007 4
16396798 2005 2
16396649 2005 5
16396646 2005 4
16396644 2005 5
16395281 2006 1
16393277 2006 4
16391947 2006 3
16390370 2006 12
16389167 NA 6
16385844 2005 3
16385252 2006 6
16384840 2006 8
16382690 2005 2
16378592 2006 5
16377658 2006 5
16376587 NA 4
16376540 2006 3
16374638 2006 5
16373611 2006 6
16372331 2006 7
16371598 2006 1
16366660 2005 2
16365480 2006 2
16364954 2006 7
16364924 2006 8
16364185 2005 3
16364050 2005 5
16359198 2005 4
16356616 2006 3
16353827 2005 1
16352662 2006 4
16349519 1998 3
16343884 2006 3
16343853 2006 2
16334835 2005 5
16332240 2005 5
16328258 2006 3
16326919 2006 2
16326076 2006 1
16322264 2005 6
16322154 2005 5
16322051 2006 3
16321906 2005 1
16319233 2005 2
16316774 2006 4
16315786 2005 5
23345921 2005 1
16314140 2006 1
16314137 2006 5
16313399 2005 5
16310805 2006 5
16310331 2005 4
16307649 2005 4
16307385 2006 5
16305708 2005 2
16305604 2005 3
16302046 2005 4
16301338 2006 7
16301215 2005 6
16301150 2005 6
16299392 2006 11
16297790 2005 8
16297370 2005 2
16297193 2005 7
16290943 2006 6
16289615 2006 9
16288921 2005 6
16287990 2005 3
16285858 2005 1
16284788 2006 4
16283905 2005 6
16282042 2005 3
16281259 2006 4
16279904 2005 8
16277116 2005 6
16275349 2005 1
16274665 2005 3
16272070 2005 3
16271993 2005 7
16271987 2005 3
16269073 2005 4
16267845 2006 10
16263648 2005 2
16263647 2005 2
16263500 2005 8
16263185 2006 7
16260814 2005 5
16260339 2005 4
16260291 2005 1
16253915 2005 9
16251790 NA 4
16251789 NA 2
16250897 2005 3
16249430 2005 8
16249266 2005 2
16244294 2005 6
16243034 2005 7
16242377 2006 2
16241172 2005 3
16240964 2005 3
16239835 2005 3
16239748 2005 2
16239081 2005 3
16236781 2006 2
16236468 2006 5
16236335 2006 2
16236318 2005 7
16236245 2005 5
16232158 2005 4
16230318 2006 3
16226739 2005 4
16226159 2005 5
16225671 2005 4
16223022 2005 1
16222680 2005 8
16221152 2005 4
16218713 2005 4
16217815 2005 8
16214938 2005 5
16213489 2005 7
16213037 2006 3
16212786 2005 2
16211732 2005 11
16211481 2005 3
16208365 2005 12
16207991 2005 6
16207894 2006 12
16204789 2005 2
16202030 2005 2
16201323 2005 1
16199418 2005 6
16198168 2005 3
16197499 2005 9
16195831 2005 3
16195097 2005 6
16195008 2005 3
24981949 2005 3
16189735 2005 2
16189730 2005 2
16189170 2005 2
16186625 2005 4
16186374 2005 6
16186373 2005 8
16185930 2005 1
16185193 2004 1
16183768 2005 6
16182551 2005 6
16182282 2005 7
16181463 2005 5
16181411 2005 6
16179891 2005 2
16179811 NA 7
16179788 2005 4
16179421 2005 6
16179280 2005 2
16178284 2005 2
16178016 2005 6
16174040 NA 1
16173787 NA 3
16172222 2005 6
16172111 NA 6
16171384 2005 5
16170523 2005 5
16166755 2005 1
16165717 2005 5
16165259 2006 3
16162257 2005 3
16161165 2005 4
16159385 2005 2
16159234 2005 2
16159104 2005 4
16158332 2005 1
16157682 2005 8
16156826 2005 4
16154519 2005 2
16151413 2005 7
16150822 2005 9
16145683 2005 5
16141961 2005 1
16141957 2005 1
16141084 2005 4
16141078 2005 3
16138098 2005 5
16135756 2005 2
16133569 2005 5
16132335 2005 2
16129457 2005 8
16126747 2005 5
